product_id,parent_product_id,title,description,features
B0F2NTNJP6,B0F2NTNJP6,"Visionary Pet Foods Beef and Duck Meat Spread Treat Bundle - Healthy Alternative to Dog Peanut Butter, Xylitol Free and No Added Sugar - Use on Dog Lick Mat, Food Mixer, Pill Pockets - 12oz x2",,"Visionary Pet Foods Meat Spread - This healthier alternative to traditional dog butter and peanut butter is crafted with high quality meat for a high protein and healthy dog treat your furry friend will love. No more ordinary dog treats! Perfect for chew toy filling or as a delicious meal mixer or topper. Keep your dog's tail wagging with a treat that supports their health and wellness. Our Meat spread is a healthy version - natural peanut butter for dogs!; Low Carb, Sugar Free and Additive Free - Our Meat Spread is healthier than pumpkin for dogs, very low in carbohydrates, so it helps with weight control for your dog. Helps with skin allergies and if you are looking for healthy xylitol free peanut butter for dogs - Visionary Pet Foods Meat Spread is the right choice. Many uses in dog treat pouch, enrichment toys or a dog food mat, as lickable dog treat, meal mixer, dog food spread or Pill pockets.; Anxiety and Stress Relief - This meaty treat is not just a healthier alternative to dog peanutbutter but also the perfect way to soothe your pup's anxiety. Ideal for filling chew toys or lick mats, it provides a calming experience that helps your furry friend relax. Whether used as a pill pockets dog peanut butter or a meal topper, this Meat Spread is crafted to help your dog 'chillax' during those times of extra stress. A natural peanut butter alternative that is a calming dog treat.; Suitable for All Dogs - Whether you have a small breed puppy or a large breed adult dog, our Natural Meat Spread is an ideal addition to their diet, can be easily used as dog appetite stimulant or calming peanut butter for dogs. It’s been carefully formulated to be safe for dogs of all sizes and breeds, ensuring your pet gets the nutrition they deserve in other words - Dog safe peanut butter.; Healthy Dog Food Ethically Sourced and Crafted with care in the USA - With Visionary Pet Foods Meat Spreads you get natural peanut butter and perfect alternative to regular peanut butter for dogs and cheese sprays for dogs! This meaty spread is a delicious way to enhance your dog's daily routine without worrying about artificial ingredients or unnecessary fillers, organic and grain free dog treats peanut butter is a healthier choice for your furry friend. Healthy Dog Treat!"
B0BLT5VDFX,B0BLT5VDFX,Pet MD Wrap A Pill Bacon Flavor Pill Paste & No Chew Spray,"No one likes having medication forced down their throat. If your pet has a talent for picking out pills, then attempting to hide medication(s) in their daily meals doesn’t always work. Pet MD Wrap-A-Pill Bacon flavors pill paste is here to help. Our delicious line of pill pastes takes the stress out of pill time. This no-mess paste completely masks all medications, so pets think they’re getting a yummy treat—not a pill or tablet. They’ll never know you wrapped their important medication inside their treat, and you can be certain your pet is getting what they need without making it a negative experience.

Chewing or licking things they shouldn't is a common occurrence with dogs and cats of all ages. Pet MD No Chew Spray for Dogs and Cats is a gentle bitter spray formulated to help curb unwanted habits by leaving an unpleasant taste on nearly any surface. A simple spray, along with training, can help avert your pet's attention from an object to an appropriate chewing toy. This bitter spray for dogs and cats is alcohol-free, which lasts longer than others as it evaporates slower. The gentle bittering agent is safe to use on many surfaces including plants, wood, furniture, carpet, and drapes. This helps curb pets' habits and divert their attention to their toys; be sure to keep chew toys nearby to show your pet what they should chew on. This cat and dog no chew spray may also be used on the skin such as over topical medications, over bandages, or on itchy patches. As an effective no-bite spray for puppies, this spray is also great for teething dogs, who may bite on objects to self-soothe. For an effective chewing deterrent made with gentle ingredients, reach for Pet MD No Chew Spray.","Fits Any Size Pill or Capsule: Pinch off as much or as little as you need to create a custom fit pouch made specifically for your pet’s medication.; Delicious Bacon Flavor: Your pet will think their medication is a delicious bacon flavored treat every time you reach for Pet MD Wrap A Pill Bacon. As an added bonus, our low calorie formula is 1/3 the calories of other leading brands.; Stop Dogs from Chewing Furniture: Bitter formulation leaves an unappealing taste on surfaces to help curb unwanted habits by deterring pets from licking, biting, or chewing.; Kitten & Puppy Training Spray: Pets may bite and lick objects due to stress, teething, or exploration. Cat & dog bitter spray for chewing helps make sure your pet focuses on appropriate chew toys.; Veterinarian-Driven Practices: Pet MD products are formulated by vets to help build healthy habits with gentle and effective ingredients. Made in the USA."
B0DDXQGKK8,B0DDXQGKK8,iPaw Turkey Tendon Strip (Large) & Chicken Tots Dog Treats,iPaw Turkey Tendon Strip (Large) & Chicken Tots Dog Treats,"Superior Quality Ingredient: All natural dog chew treat made from a single ingredient - pure turkey tendon with NO additives, NO chemicals, NO preservatives, NO antibiotics, NO artificial flavors or coloring, NO steroids, NO growth hormones, and NO other harmful ingredients. A healthy natural alternative to rawhide products.; High Palatability: Delicious single ingredient, high-protein, low-fat gourmet dog chew treat hand-made from US-sourced turkeys, slow roasted for maximum flavor and proven to please the most finicky dog.; Great for Chewing and Easy to Digest: Multiple strands of turkey tendon hand-braided to form one chew to make the treat easier to chew. The chew breaks off in small pieces, so is it safer and easier to digest.; Cleanse Teeth: Turkey tendon treat encourages chewing, naturally reducing plaque and tarter build up to improve dog dental hygiene. It is a tasty tendon treat that strengthens gums and improves overall dog dental health.; Hypoallergenic: Natural grain-free dog chew treat is made from pure turkey tendon, suitable even for dogs with sensitive tummies."
B0DJBGJKB8,B0DJBGJKB8,iPaw Turkey Tendon Strip (Large) & Chicken Chips Dog Treats,iPaw Dog Treats for Puppy Training(Chicken Chips & Strip Large),"Perfect dog rewards: Tender, tasty, and bite-sized dog treats. Whether you're in a training session, working on advanced tricks, or simply want to reward your doggos for good behavior. iPaw chicken jerky chips are the ideal treats for them. Breaks off the chips in small pieces, it'll be safer and easier to your small dogs. (Please monitor your dog during consumption.); High Palatability: Our treats are hand-made and slow-roasted to perfection, achieving maximum flavor and tenderness. No dog can resist the smells and texture of chicken chips.; Hypoallergenic and Easy to Digest: We also understand that some dogs have sensitive tummies, which is why we made our treats grain-free, with chicken meat as the main ingredient, which is known to be easier for dogs to digest and hypoallergenic.; Premium Quality Ingredient: iPaw chicken chips are made from premium chicken and contain NO grains, NO preservatives, NO antibiotics, NO artificial flavors or coloring, NO steroids, NO growth hormones, or any other potentially harmful ingredients.; Suitable for All Lifestages: Hypoallergenic, easy to digest, and easy to chew making iPaw chicken jerky chips a fantastic treat for dogs of all ages. Treat your dogs with our all-natural dog treats today!"
B0F665CRS6,B0F665CRS6,iPaw Turkey Tendon Strip (Large) & Turkey Tots Dog Treats,iPaw Turkey Tendon Strip (Large) & Turkey Tots Dog Treats,"Superior Quality Ingredient: All natural dog chew treat made from a single ingredient - pure turkey tendon with NO additives, NO chemicals, NO preservatives, NO antibiotics, NO artificial flavors or coloring, NO steroids, NO growth hormones, and NO other harmful ingredients. A healthy natural alternative to rawhide products.; High Palatability: Delicious single ingredient, high-protein, low-fat gourmet dog chew treat hand-made from US-sourced turkeys, slow roasted for maximum flavor and proven to please the most finicky dog.; Great for Chewing and Easy to Digest: Multiple strands of turkey tendon hand-braided to form one chew to make the treat easier to chew. The chew breaks off in small pieces, so is it safer and easier to digest.; Cleanse Teeth: Turkey tendon treat encourages chewing, naturally reducing plaque and tarter build up to improve dog dental hygiene. It is a tasty tendon treat that strengthens gums and improves overall dog dental health.; Hypoallergenic: Natural grain-free dog chew treat is made from pure turkey tendon, suitable even for dogs with sensitive tummies."
B0CJ3GD99V,B0CJ3GD99V,"Sweet Potato Dog Treats by Gaines Family Farmstead – 2-Pack (32 oz Each), Grain-Free, All-Natural Bones & Chews, Single Ingredient, Made in USA",,"All-Natural & Nutrient-Rich – Made with 100% real sweet potatoes, these treats are packed with essential vitamins, fiber, and antioxidants to support your dog’s overall well-being.; Great for Digestion & Gut Health – Naturally high in dietary fiber, sweet potatoes promote healthy digestion, regulate bowel movements, and support gut health for all dog breeds.; Supports Immune System & Skin Health – Loaded with Vitamin A, C, and E, these treats help strengthen the immune system, support vision health, and promote a shiny coat.; Joint & Muscle Support – Rich in beta-carotene and anti-inflammatory properties, sweet potatoes aid in reducing inflammation, supporting joint mobility, and keeping active dogs moving comfortably.; Proudly Made in North Carolina, USA – Crafted in small batches using locally sourced sweet potatoes, ensuring top quality and freshness. Produced under strict safety standards for a treat you can trust!"
B0FBMN7JFT,B0FBMN7JFT,"Gaines Family Farmstead Duck Feet & Sweet Potato Dog Treats Bundle – 8 ct Natural Duck Feet + 8 oz Sweet Potato Bones, Grain-Free, Single Ingredient Chews, Healthy Dog Snacks, Made in USA",,"FAN FAVORITES: Includes 8 crunchy duck feet and a 8 oz bag of sweet potato bones for the perfect mix of protein and fiber-rich chews.; SINGLE INGREDIENT: Just real duck and real sweet potatoes. No fillers, no junk—just pure, healthy chewing satisfaction.; SUPPORTS JOINT & DENTAL HEALTH: Duck feet are naturally rich in glucosamine and chondroitin, while sweet potato bones help clean teeth and support digestion.; ALL-NATURAL, GRAIN-FREE: Made with clean, wholesome ingredients and no artificial additives, grains, or preservatives.; MADE IN USA: Responsibly sourced and slow-baked in the USA with quality you can trust and flavor your pup will love."
B08GZ7TY85,B08GZ7TY85,"DreamBone Twist Sticks & Chips, Rawhide-Free Chews for Dogs, with Real Chicken",,Rawhide-Free: Dreambone Twist Sticks Have All The Benefits Of A Rawhide Chew – Without The Rawhide!; Twist Shape: Fun-Shaped Chews Your Dog Will Love!; CHIP SHAPES: 24 fun-shaped chews that dogs love.; CHIPS: These highly digestible chews are a healthy alternative to rawhide.
B09HKYG2ZQ,B09JZVNS1W,"360 Pet Nutrition Freeze-Dried Raw Bison Liver Dog Treats – Single Ingredient, High Protein, Grain-Free, All-Natural Training Snacks, Made in USA, 4 oz",,"1 Single Ingredient: Carefully sourced Bison livers, freeze dried to lock in nutrients. No additives, preservatives, or fillers in these tasty bites.; Supports your pet's bones, teeth, muscles, brain health, heart health, and digestive health.; Give Freeze Dried Bison Liver Treats to your pet like you would any treat — in moderation, when they’ve done a good job.; There’s no need to rehydrate these tasty bites, just give them to your furry friend right out of the bag, and enjoy the wagging tails and thank you kisses!; By freeze drying, natural ingredients instead of overprocessing them, we’re able to preserve the nutrient profile of the ingredients, to ensure they enjoy optimized nutrition."
B0C76RZSWS,B0DLQRDSKP,"Zoomie Butter Original All Natural Dog Peanut Butter Squeeze. Human Grade, Healthy Dog Treat/Dog Food. Peanuts & Honey for Puppy Training, Behavior Aid, Pet Enrichment Toys, Grown & Made in USA",,"Zoomie Butter is the ultimate all-natural peanut butter treat for dogs and puppies, crafted in small batches in Nashville, TN using locally grown, human-grade ingredients. This premium, squeezable dog food topping is free from palm oil, added sugars, xylitol, & salt, making it a healthy & delicious dog treat alternative. Packed w/ protein, healthy fats, & essential nutrients, Zoomie Butter supports overall health & wellness while keeping tails wagging. Will separate, squeeze before use!; Featuring our original blend of just peanuts & honey, our ingredients are safe & gentle enough for dogs of all ages & sizes. The addition of honey adds natural sweetness and a burst of energy for your pup. This nutritious treat helps maintain a healthy weight & is gentle enough for puppies, senior dogs, & those w/ sensitive stomachs, ensuring your pet stays happy and healthy; Versatile & convenient, Zoomie Butter is perfect for your dog's daily routine. Use it as a high-value reward during obedience & behavior training sessions, making it more effective than traditional dog bone alternatives. It's also an excellent solution for giving medication – simply cover pill pockets to make the experience enjoyable. Whether you have a small dog or a large breed, Zoomie Butter adapts to your pet's needs & preferences, enhancing their overall quality of life; Beyond being a treat – Zoomie Butter is a powerful tool for promoting physical & mental well-being in dogs. Incorporate it into kong toys & exercise routines to boost motivation and engagement. Or for anxious pets, use Zoomie Butter w/ a lick mat to provide natural anxiety relief & encourage calming behavior, offering a healthier alternative to calming chews. The smooth, squeezable texture makes it easy to use in various situations, from training sessions to quiet moments of relaxation; Try the best peanut butter for dogs with our Gut & Digestive Probiotic, Original, Stress & Anxiety w/ Passion Flower, Hip & Joint w/ Cranberries, or our Pumpkin Power for a shiny coat! With our large variety of flavors, there's a favorite for every doggo & good boy"
B0C1XVGB5H,B0DLQPS9YF,"Zoomie Butter Calming Dog Peanut Butter Spread Supplement, All Natural Dog Treat. Human Grade & Safe Puppy Food, Passion Flower for Separation Anxiety, Behavior Aid, Kong Refill- Stress & Anxiety",,"Zoomie Butter is the ultimate all-natural peanut butter treat for dogs and puppies, crafted in small batches in Nashville, TN using locally grown, human-grade ingredients. This premium, spreadable dog food topping is free from palm oil, added sugars, xylitol, & salt, making it a healthy & delicious dog treat alternative. Packed w/ protein, healthy fats, & essential nutrients, Zoomie Butter supports overall health & wellness while keeping tails wagging. Will separate naturally, stir before use!; Featuring L-theanine, Valerian Root & Passion Flower, Zoomie Butter is the special blend of all natural ingredients that will promote calm, reduce separation anxiety while promoting calming behaviors, like licking. Safe for dogs of all ages & sizes, this nutritious treat helps maintain a healthy weight & is gentle enough for puppies, senior dogs, & those w/ sensitive stomachs, ensuring your pet stays happy and healthy; Versatile & convenient, Zoomie Butter is perfect for your dog's daily routine. Use it as a high-value reward during obedience & behavior training sessions, making it more effective than traditional dog bone alternatives. It's also an excellent solution for giving medication – simply cover pill pockets to make the experience enjoyable. Whether you have a small dog or a large breed, Zoomie Butter adapts to your pet's needs & preferences, enhancing their overall quality of life; Beyond being a treat – Zoomie Butter is a powerful tool for promoting physical & mental well-being in dogs. Incorporate it into kong toys & exercise routines to boost motivation and engagement. Or for anxious pets, use Zoomie Butter w/ a lick mat to provide natural anxiety relief & encourage calming behavior, offering a healthier alternative to calming chews. The product's smooth, spreadable texture makes it easy to use in various situations, from training sessions to quiet moments of relaxation; Try the best peanut butter for dogs with our Gut & Digestive Probiotic, Original, Stress & Anxiety w/ Passion Flower, Hip & Joint w/ Cranberries, or our Pumpkin Power for a shiny coat! With our large variety of flavors, there's a favorite for every doggo & good boy; Great option for refilling kong and other rubber enrichment toys!"
B0D3BHRWNY,B0DLQN6199,"Zoomie Butter Pumpkin Power Dog Peanut Butter Spread, All Natural Dog Treat. Human Grade, Healthy Dog Food, Peanuts & Pumpkin for Shiny Coat, Digestion & Fiber, Pet Enrichment Toys, USA Grown & Made",,"Zoomie Butter is the ultimate all-natural peanut butter treat for dogs and puppies, crafted in small batches in Nashville, TN using locally grown, human-grade ingredients. This premium, spreadable dog food topping is free from palm oil, added sugars, xylitol, & salt, making it a healthy & delicious dog treat alternative. Packed w/ protein, healthy fats, & essential nutrients, Zoomie Butter supports overall health & wellness while keeping tails wagging. Will separate naturally, stir before use!; Featuring our unique blend of pumpkin, cinnamon, peanuts & honey (that's it!), Zoomie Butter is safe and gentle enough for dogs of all ages & sizes. The Vitamin E and Beta Carotene promote a shiny coat & clear eyes and the loads of fiber can keep things running smoothly. This nutritious treat helps maintain a healthy weight & is gentle enough for puppies, senior dogs, & those w/ sensitive stomachs, ensuring your pet stays happy and healthy; Versatile & convenient, Zoomie Butter is perfect for your dog's daily routine. Use it as a high-value reward during obedience & behavior training sessions, making it more effective than traditional dog bone alternatives. It's also an excellent solution for giving medication – simply cover pill pockets to make the experience enjoyable. Whether you have a small dog or a large breed, Zoomie Butter adapts to your pet's needs & preferences, enhancing their overall quality of life; Beyond being a treat – Zoomie Butter is a powerful tool for promoting physical & mental well-being in dogs. Incorporate it into kong toys & exercise routines to boost motivation and engagement. Or for anxious pets, use Zoomie Butter w/ a lick mat to provide natural anxiety relief & encourage calming behavior, offering a healthier alternative to calming chews. The product's smooth, spreadable texture makes it easy to use in various situations, from training sessions to quiet moments of relaxation; Try the best peanut butter for dogs with our Gut & Digestive Probiotic, Original, Stress & Anxiety w/ Passion Flower, Hip & Joint w/ Cranberries, or our Pumpkin Power for a shiny coat! With our large variety of flavors, there's a favorite for every doggo & good boy"
