product_id,parent_product_id,title,description,features
B08BZ9B7PW,B08BZ9B7PW,3 Pack Pet Pill Dispenser Dog Pill Gun Cat Pill Shooter Pill Applicator Tablet Capsule or Liquid Medical Feeding Tool Kit Syringes for Small Animals,"1. Pet pill dispenser is perfect for feeding solid medicines, pills, capsules and liquild to your dogs, cats, rabbits, squirrels, chipmunks, etc. Also can feed your pet with medicine, suckle and water etc.
2. Simply load the pill inside the pill gun, open the pet's mouth and insert it towards the back of the throat, push the piston quickly.

Specification:
Material: Food-Grade Polystyrene
Size: 5.5 x 2""

Package includes:
1 x Pet Pill Gun
1 x Pet Medicine Feeder
1 x Liquid Syringe","Pet pill gun is made for high quality food-grade material for durable use; Eco-friendly, reusable, safe for pets.; Simply load the pill inside the pill gun, insert it towards the back of the pet's throat, and push the piston quickly.; Pet piller gun liquid syringe are suitable for feeding solid medicines, pills, capsules and liquild to small or large pets.; Package includes 3 pieces different pet pill shooter, size about 14 x 5cm/ 5.5 x 2inch; Easy to use and pet-friendly.; Perfect for dogs, cats, rabbits, squirrels, chipmunks, or feeding baby animals that have not yet begun to eat on their own."
B074H5LT9F,B074H5LT9F,"365 Everyday Value, Sweet Potato Puffs, 20 oz, (Frozen)","No matter how you peel it - sweet spuds make perfect puffs. Made with tasty sweet potatoes grown right here in the USA, our sweet potato puffs are perfectly seasoned so their sweetness is balanced with a savory tang, all the way around. Not only do these puffs get high marks for flavor, they get an a+ for being an excellent source of... You guessed it, Vitamin A.",Brought to you by Whole Foods Market; Ready in 18-20 minutes
B074H64BXB,B074H64BXB,"365 by Whole Foods Market, Crinkle Cut Sweet Potato Fries, 20 oz, (Frozen)","Who are we? Well, we seek out the finest natural and organic foods available, maintain the strictest quality standards in the industry, and have an unshakeable commitment to sustainable agriculture. We ban 300+ ingredients from all food that we sell, including hydrogenated fats, high-fructose corn syrup and sweeteners such as aspartame, sucralose and saccharin, so you can skip deciphering ingredient labels and cut to relishing your finds. Our 365 by Whole Foods Market brand offers over 2,500 affordably priced and thoughtfully sourced products that not only meet our already strict standards, but also in many cases go above and beyond what we require of other brands.","365 by Whole Foods Market products give you that dance-down-the-aisles feeling, virtual aisles too!; Our huge range of choices with premium ingredients at prices you can get down with makes grocery shopping so much more than tossing the basics in your cart; Trust & Quality We Are Proud to Offer This Product to You Because It Meets Our Rigorous Quality Standards, Which Prohibit Over 100 Ingredients for Both Food and Supplements; An Amazon brand"
B08Z7H2NJR,B0F2HSPS1K,4Pcs Cat Pill Shooter Plunger Popper for Small Pet Cat Dog Soft Tip Tablet Syringe Pusher Pill Gun Dispenser Pet Medicine Feeder Piller Popper Medical Feeding Tool Accessories for Animals,,"Package Contents: 4 pcs pet feeding syringe, including 1 pc green cat pill shooter syringe with 2 silicone tips, 1 pc green dog pill shooter, 1pc red pet pill popper and 1 pc white syringe feeder for cat and dog. The perfect pet pill dispenser dogs cats set is enough for your daily use; Reliable Material: These pet pillers for cats and dog are made of high quality soft silicone hose, long-lasting and safe for your pets to use, reusable after cleaning; Product Size: The green dog pill injector with 2 silicone tips is about 5.9 x 2.36 inch, the green pet pill dispenser for dogs cats is about 5.5 x 1.96 inch, the red pet pill popper for cat small pills is about 4.5 x 1.57 inch, the white pill pusher for dogs is about 5.9 x 1.97 inch, proper size and light weight make it convenient for you to carry and use; Practical Design: These pet pill syringes are fast and convenient, safe and effective, they are good combinations for you to feed your pets solid, powder and liquid medicines(If the silicone head is loose when you use, it can be tightened); Multipurpose: Our pet pill shooters are suitable to feed oral tablets, capsules, pills, powder and liquid medicine for your small pets, can also be used for feeding baby animals that have not yet begun to eat on their own. Perfect pill shooter for cats dogs, zoos or home use"
B09QCNPSSG,B0DM1GV3HF,6 Inch Thick Bully Sticks for Dog 8 Count High Protein 100% Beef Pizzle Dog Chews for Aggressive Chewers Grain & Rawhide Free Bully Bones Long Lasting Dental Pets Treats for Puppies 5.3oz,,"*Healthy Pet Treat:* Scooby Cheww Bully Sticks are made to prioritize your pet’s health, offering a nutritious alternative to standard dog snacks, suitable for both medium and large breeds with their long-lasting chew.; *Long-Lasting Chewing Fun:* Designed for enduring enjoyment, these bully sticks for large dogs inch provide hours of chewing fun while contributing to dental health by reducing plaque during gnaw sessions.; *Low Odor Dog Sticks:* Enjoy peace of mind with low odor bully sticks that keep your home fresh while providing delicious and engaging entertainment for your furry friend, whether they are small, medium, or large in size.; Promotes Dental Health: Daily of these dog treats helps clean teeth and strengthens gums, promoting better oral hygiene and reducing plaque and tartar buildup for healthier teeth and gums.; *Resealable Pouch Convenience:* Effortlessly store your pets favorite thick bully sticks in our resealable pouch, ensuring each dog stick remains fresh and accessible between chew sessions without sacrificing flavor or quality."
B08MDW3J8F,B0FJ1WTZHQ,"ASMPET Dog Treats Chews, Chicken Wrapped Rawhide Sticks (20 pcs 10.6 oz)",,"PREMIUM RAW MATERIALS - Made of 100% real chicken breast and natural rawhide which are U.S. lab tested for safety, and carefully roasted to ensure optimal nutrients and delicious flavors. Never add artificial colors, flavors or preservatives; NATURAL RAWHIDE - The rawhide is rich in collagen and great for promoting healthy joints, bones, and hair of your dog; LONG LASTING CHEWS - Chicken Wrapped Rawhide sticks provide fun chewing enjoyments for your dogs. Say goodbye to destructive chewing! ASMPET dog chews can keep your furniture and shoes be safe while satisfying your puppy's urge to chew; DENTAL CARE - ASMPET Dog Treats encourage chewing, naturally reducing plaque and tarter build up. The tasty dog treat strengthens gums and improves overall dental health of dogs; EASY TO CARRY AROUND - Resealable zippered package is convenient to fold and storage for outing, and it's not prone to leaking with zippered. Get these treats with you and enjoy a good time with your lovely dogs!"
B08NWYK9C5,B0FJ1GN7MV,"ASMPET Dog Treats Chews, Sweet Potato Strips, Gluten & Grain Free Dog Snacks for Training Rewards 10.6 oz",,"SINGLE INGREDIENT: These dog snacks are made only from real sweet potatoes. Contains no additives. Sweet potatoes are a hypoallergenic ingredient, making these treats a great option for dogs with food allergies or sensitivities.; LOW IN FAT: Rich in vitamins and dietary fiber and low in fat, sweet potatoes are good for dogs that are prone to weight gain or have dietary contraindications to reduce soft stools and fecal odor.; TAURINE ADDED: Taurine plays a role in regulating blood flow in the dog's body and gives their heart stronger protection. With 1% amount of taurine added, it is not only a reward treats, but also becomes a healthcare supplement; RESEALABLE ZIPPERED POUCH: The pouch has a resealable zipper to break into when they’re looking for a midnight treat on their own. Additionally, it locks in freshness and prevents odors from escaping, preventing long-term drying and inedibility.; NOTICE: Not suitable for puppies under 4 months. Not for human consumption. Not for ruminants. Always provide plenty of fresh drinking water for your dog and supervise at all times whilst"
B0B1M6WN79,B0FJR3YJBL,"ASMPET Dog Treats, Chicken Wrapped Rawhide Sticks Filled with Sweet Potato for Small Medium Large Dogs（6pcs）",,"3-In-1 DOG TREATS : Made of human-grade chicken jerky for dogs as the very first ingredient which wrap with real beefhide and sweet potato inside.; HIGH PROTEIN& LOW FAT : 100% real chicken meat is baked at low temperature to obtain fresh and delicious flavor, flavorful and tempting snacks. Reduces protein destruction from heat, so every dog gets nutritious meat.; LONG LASTING CHEW TREATS : Chicken wrapped rawhide and sweet potato stick allows a long-lasting and more fun chewing for your dogs. Approximately 4.7” long stick provides a satisfied chewing enjoyments with delicious tasting and diversity of nutrients; NUTRITION AND HEALTH : Human-grade chicken, beefhide and Sweet Potatoes meet US food safety standards. The dog treats are rich in vitamins, minerals, crude fiber, trace elements, protein and anthocyanins, which help dogs see clearly. No Wheat, corn, and soy-free recipes, and never, ever any artificial ingredients or preservatives.; STRESS RELIEVING : Troubling with the mess that your pets keep chewing on carpets and furniture? Let your puppies relieve their stress through focusing on these nutritious chews. Save your furniture with only one stick!"
B0DS11BV3S,B0DTKC197L,AZRAPAWS Beef Cheek Rolls Cheeks for Dogs Rawhide Bones Rich Collagen Sticks Chews for Dogs Pet Safe Rawhide Treats Long Lasting Beef Dog Chew Retriever Rolls Rawhide Free Dog Chews,"Benefits Your Dog Will Love
Satisfies Your Dog’s Chewing Instinct: AZRAPAWS dog chews are perfect for dogs who need to chew, helping prevent destructive behaviors around the house.
Supports Dental Hygiene: The chewing action helps clean teeth and gums, fighting plaque and tartar naturally.
Collagen Chews for Dogs: These dog chews are not only nutritious but also incredibly delicious, providing collagen for dogs.
All-Natural & Safe: No artificial flavors, colors, or fillers. Just pure, natural beef that’s safe for your dog to enjoy.","Beef Cheeks Dog Treats - AZRAPAWS dog treats are made from 100% natural beef cheeks. These natural collagen dog chews are sourced from the highest grade all natural free raised and grass fed beef. Not only nutritious but also incredibly delicious, beef cheek rolls providing a savory, meaty taste your dog can’t resist.; Rich in Protein & Collagen - Beef cheek is high-quality collagen chews for dogs that supports muscle growth and development. The natural dog chews beef cheek rolls help promote joint health, enhance skin elasticity, and keep dog’s coat shiny and healthy. The act of chewing keeping dog’s teeth and gums healthy while preventing bad breath.; Safe & Savory Rawhide Alternative - Our beef cheek rolls for dogs are soft and digestible, no sharp edges, will not be harsh on dog’s stomach, beef cheek chews are natural dog chews,rawhide free, rawhide free dog chews offers collagen bones for dogs which are excellent alternatives to rawhide dog chews.; Long Lasting Dog Chews - Beef cheeks collagen sticks for dogs are not only the dog chews for aggressive chewers large dogs but also for medium dogs, dog chews are the perfect way to combat boredom and anxiety. Long lasting dog chews keep dogs busy and happy, strengthens jaw muscles and relieves stress and helps dogs focus on something positive.; Beef Cheek Rolls for Dogs - Our dog treats and chews are as all natural dog bones, pair it with extra beef, peanut butter, or chicken flavor will make dogs excited. Beef cheek chews are great for dogs at any life stage—puppies, adults, senior dogs will enjoy them and absolutely love!"
B07GZ9M5D4,B07GZ9M5D4,"Abound Grain Free Natural Lamb, Chickpea & Squash Jerky Bites Dog Treats - 12 Oz Bag","Abound Grain Free Natural Lamb, Chickpea & Squash Jerky Bites Dog Treats - 12 Oz Bag",
B003ZMDZWU,B06XQGM3HN,"Addiction Meaty Bites - Hypoallergenic Dog Treats - Made in New Zealand - High Meat Content - Gluten and Grain-Free - Soft and Allergy Friendly Dog Treats (Brushtail, 4 ounces)","Addiction's Grain-Free Meaty Bites are tasty, soft and packed with a wonderfully delicious and nutritious meat with a full, rich taste that dogs simply love! We use only the most succulent, free-range New Zealand brushtail as the No. 1 ingredient. So each tasty bite satisfies your dog's natural craving for meat. Ideal for training or just pampering your furry friend, the moist and soft texture will leave your dog wanting more! Treat your dog to the only healthy treats delicious enough to be called Addiction!","Pet Food'S Best Kept Secret – New Zealand Is The World'S Cleanest Place To Produce Dog Treats Made With Wild Brushtail From Mountain Forests And Woodlands; Wholesome Goodness - Made From Wild New Zealand Brushtail So Your Dog Can Benefit From All The Wholesome Nutritiousness And Mouth-Watering Natural Flavour Of Real Wild Meat.; Healthy Lifestyle – Soft And Packed With A Wonderfully Delicious And Nutritious Meat With A Full, Rich Taste That Dogs Simply Love! Rich In Omega Fatty Acids With Anti-Inflammation Properties For Skin, Joints, Kidneys And Heart.; Free From – Grain, Fillers, Wheat, Soy, Artificial Colors And Flavoring Means - Protein Forward Food That'S Closer To Your Pet'S Ancestral Roots; Save The Earth - Feed Addiction. Our Pet Food Sources From New Zealand And Australia Have Been Carefully Selected To Ensure That Our Products Adhere To Our Eco Friendly Philosophy"
B0BTYBFY58,B0BTYBFY58,"Afreschi Chicken Dog Treats for Chicken Series, All Natural Human Grade Dog Treat, Suitable for Training chew, Hypoallergenic, Rawhide Alternative, Chicken & Liver Strip",Chicken Liver Strip,"Dog treats made with delicate chicken with NO additives, NO chemicals, NO preservatives, NO artificial flavors or coloring, and NO other harmful ingredients.; Delicious simple ingredient, high-protein, low-fat gourmet dog treat made with delicate chicken and cheese. A treat that is soft and tasty, proven to please the most finicky dog.; Tender chicken is a valuable ingredient that is rich in nutritional value, low in fat, and high in protein. Suitable even for dogs with sensitive tummies. Cheese is rich in calcium and protein, vitamin B complex, which are beneficial to your dog's joints!; Soft and simple to peel, making it simple to feed your dog. It is a soft treat that is ideal for older dogs, pups, and dogs with bad teeth, as well as those who need to precisely limit the amount of food they consume.; Made of natural, delicate chicken and cheese that is high in protein. It not only makes your dog happy, but it also serves as a nutritional supplement. To make the treat safer and easier to digest, cut it into smaller pieces."
B0BTYBGB86,B0BTYBGB86,"Afreschi Chicken Dog Treats for Chicken Series, All Natural Human Grade Dog Treat, Suitable for Training chew, Rawhide Alternative, Chicken Strip with Calcium and Cheese Stuffed",Chicken Strip with Calcium and Cheese Stuffed,"Dog treats made with delicate chicken with NO additives, NO chemicals, NO preservatives, NO artificial flavors or coloring, and NO other harmful ingredients.; Delicious simple ingredient, high-protein, low-fat gourmet dog treat made with delicate chicken and cheese. A treat that is soft and tasty, proven to please the most finicky dog.; Tender chicken is a valuable ingredient that is rich in nutritional value, low in fat, and high in protein. Suitable even for dogs with sensitive tummies. Cheese is rich in calcium and protein, vitamin B complex, which are beneficial to your dog's joints!; Soft and simple to peel, making it simple to feed your dog. It is a soft treat that is ideal for older dogs, pups, and dogs with bad teeth, as well as those who need to precisely limit the amount of food they consume.; Made of natural, delicate chicken and cheese that is high in protein. It not only makes your dog happy, but it also serves as a nutritional supplement. To make the treat safer and easier to digest, cut it into smaller pieces."
B000REL6KW,B0C5MDMYFF,"Alexia Sweet Potato Fries Sweet & Savory with Sea Salt, 15 oz","These sweet & savory Alexia classics reveal how sweet potatoes and a hint of sea salt can play the perfect complement to any meal. Cooking Instructions: Air Fryer Prep: Preheat air fryer to 360°F. Fill air fryer basket no more than half full. Cook full bag for 14-16 minutes; slide out basket and shake halfway through cooking time. Oven Prep: Preheat oven to 425°F. Spread frozen potatoes evenly across an 11""x17"" lined baking sheet. Bake according to the chart below, turning potatoes over halfway through the baking time. Full Bag: 18-22 minutes. Half Bag: 10-12 minutes. At Alexia, we think sustaining the earth is a non-negotiable. That's why we continue to invest in green technologies. Our sweet potato production facility is the perfect example - where we convert potato solids into biogas, which, in turn, reduces our use of natural has for energy. As a result, we're home to the first frozen-food production facility ever to earn the esteemed Leadership in Energy and Environmental Design (LEED®) Platinum certification.","Includes one 15 oz. bag of Alexia Sweet Potato Fries Sweet & Savory with Sea Salt; These carefully balanced sweet and savory Alexia fries reveal how sweet potatoes with a hint of sea salt can play the perfect complement to any meal.; Every detail is considered in these sweet potato fries which is why they are made with only high-quality and non-GMO ingredients.; These Alexia Sweet Potato Fries perfectly pair with a burger, grilled chicken, or as a tasty addition to your favorite salad.; Quick and easy to make; simply preheat airfryer to 360°F and cook for 14-16 minutes. Or heat oven to 425°F and bake for 10-12 minutes."
